Input,Coverage,Assembler,Polisher,Id,Gene-number,Isolet,Organism,Genome-Type,metaQuast-version,# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50,NG50,N90,NG90,L50,LG50,L90,LG90,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,Largest alignment,Total aligned length,NA50,NGA50,NA90,NGA90,LA50,LGA50,LA90,LGA90
voltrax--20x-raven--10.fasta,20,raven,NA,10,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2719201,2719201,2719201,2719201,2719201,1,2719201,2719201,2718780,32.86,32.86,2719201,2719201,2719201,2719201,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,100.000,1.000,0.00,0.26,4.49,2719129,2719129,2719129,2719129,2719129,2719129,1,1,1,1
voltrax--20x-raven--11.fasta,20,raven,NA,11,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2718008,2718008,2718008,2718008,2718008,1,2718008,2718008,2718780,32.86,32.86,2718008,2718008,2718008,2718008,1,1,1,1,0,0,0,2,0,0,0,0 + 0 part,0,99.969,1.000,0.00,8.87,5.30,2717877,2717877,2717877,2717877,2717877,2717877,1,1,1,1
voltrax--20x-raven--12.fasta,20,raven,NA,12,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2718630,2718630,2718630,2718630,2718630,1,2718630,2718630,2718780,32.86,32.86,2718630,2718630,2718630,2718630,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,100.000,1.000,0.00,0.40,4.34,2718630,2718630,2718630,2718630,2718630,2718630,1,1,1,1
voltrax--20x-raven-medaka--01-polished.fasta,20,raven,medaka,01,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,3809878,3809878,3809878,3809878,3809878,2,2718689,3809878,2718780,38.37,32.86,2718689,2718689,1091189,2718689,1,1,2,1,0,0,0,0,0,0,1,0 + 1 part,1090217,100.000,1.000,0.00,2.83,1.99,2718689,2719661,2718689,2718689,-,2718689,1,1,-,1
voltrax--20x-raven-medaka--02-polished.fasta,20,raven,medaka,02,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2718691,2718691,2718691,2718691,2718691,1,2718691,2718691,2718780,32.86,32.86,2718691,2718691,2718691,2718691,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,100.000,1.000,0.00,0.26,1.32,2718691,2718691,2718691,2718691,2718691,2718691,1,1,1,1
voltrax--20x-raven-medaka--03-polished.fasta,20,raven,medaka,03,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2718696,2718696,2718696,2718696,2718696,1,2718696,2718696,2718780,32.86,32.86,2718696,2718696,2718696,2718696,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,100.000,1.000,0.00,0.18,1.73,2718696,2718696,2718696,2718696,2718696,2718696,1,1,1,1
voltrax--20x-raven-medaka--04-polished.fasta,20,raven,medaka,04,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2718684,2718684,2718684,2718684,2718684,1,2718684,2718684,2718780,32.86,32.86,2718684,2718684,2718684,2718684,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,100.000,1.000,0.00,0.18,1.84,2718684,2718684,2718684,2718684,2718684,2718684,1,1,1,1
voltrax--20x-raven-medaka--05-polished.fasta,20,raven,medaka,05,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2718688,2718688,2718688,2718688,2718688,1,2718688,2718688,2718780,32.86,32.86,2718688,2718688,2718688,2718688,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,100.000,1.000,0.00,0.18,1.80,2718688,2718688,2718688,2718688,2718688,2718688,1,1,1,1
voltrax--20x-raven-medaka--06-polished.fasta,20,raven,medaka,06,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,5366617,5366617,5366617,5366617,5366617,2,2716874,5366617,2718780,42.17,32.86,2716874,2716874,2649743,2716874,1,1,2,1,1,1,2716874,0,0,0,1,0 + 1 part,2647799,99.931,1.001,0.00,6.58,2.83,2716874,2718818,2716874,2716874,-,2716874,1,1,-,1
voltrax--20x-raven-medaka--07-polished.fasta,20,raven,medaka,07,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2718679,2718679,2718679,2718679,2718679,1,2718679,2718679,2718780,32.86,32.86,2718679,2718679,2718679,2718679,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.999,1.000,0.00,0.18,2.17,2718679,2718679,2718679,2718679,2718679,2718679,1,1,1,1
voltrax--20x-raven-medaka--08-polished.fasta,20,raven,medaka,08,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2718689,2718689,2718689,2718689,2718689,1,2718689,2718689,2718780,32.86,32.86,2718689,2718689,2718689,2718689,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,100.000,1.000,0.00,0.22,1.91,2718689,2718689,2718689,2718689,2718689,2718689,1,1,1,1
voltrax--20x-raven-medaka--09-polished.fasta,20,raven,medaka,09,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,3761992,3761992,3761992,3761992,3761992,2,2718676,3761992,2718780,38.02,32.86,2718676,2718676,1043316,2718676,1,1,2,1,0,0,0,0,0,0,1,0 + 1 part,1042992,99.999,1.000,0.00,1.07,1.84,2718676,2719000,2718676,2718676,-,2718676,1,1,-,1
voltrax--20x-raven-medaka--10-polished.fasta,20,raven,medaka,10,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,3207276,3207276,3207276,3207276,3207276,2,2718708,3207276,2718780,35.75,32.86,2718708,2718708,488568,2718708,1,1,2,1,0,0,0,0,0,0,1,0 + 1 part,487272,100.000,1.000,0.00,3.71,1.47,2718708,2720004,2718708,2718708,-,2718708,1,1,-,1
voltrax--20x-raven-medaka--11-polished.fasta,20,raven,medaka,11,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2717880,2717880,2717880,2717880,2717880,1,2717880,2717880,2718780,32.86,32.86,2717880,2717880,2717880,2717880,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.969,1.000,0.00,9.35,3.16,2717880,2717880,2717880,2717880,2717880,2717880,1,1,1,1
voltrax--20x-raven-medaka--12-polished.fasta,20,raven,medaka,12,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,3440900,3440900,3440900,3440900,3440900,2,2718690,3440900,2718780,36.74,32.86,2718690,2718690,722210,2718690,1,1,2,1,0,0,0,0,0,0,1,0 + 1 part,721886,100.000,1.000,0.00,1.07,1.77,2718690,2719014,2718690,2718690,-,2718690,1,1,-,1
voltrax--20x-redbean--01.fasta,20,redbean,NA,01,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2675386,2675386,2675386,2675386,2675386,1,2675386,2675386,2718780,32.79,32.86,2675386,2675386,2675386,2675386,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,98.417,1.000,0.00,1.01,11.14,2675386,2675386,2675386,2675386,2675386,2675386,1,1,1,1
voltrax--20x-redbean--02.fasta,20,redbean,NA,02,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,1,1,1,2155464,2155464,2150409,2150409,2150409,2,2150409,2155464,2718780,32.77,32.86,2150409,2150409,2150409,-,1,1,1,-,1,1,2150409,0,0,0,0,0 + 0 part,0,79.293,1.000,0.00,3.76,14.29,1935303,2155464,1935303,1935303,215106,-,1,1,2,-
voltrax--20x-redbean--03.fasta,20,redbean,NA,03,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2711032,2711032,2711032,2711032,2711032,1,2711032,2711032,2718780,32.85,32.86,2711032,2711032,2711032,2711032,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.729,1.000,0.00,1.07,11.91,2711032,2711032,2711032,2711032,2711032,2711032,1,1,1,1
voltrax--20x-redbean--04.fasta,20,redbean,NA,04,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),3,3,2,2,2,2185550,2185550,2177289,2177289,2177289,3,1636117,2185550,2718780,32.60,32.86,1636117,1636117,541172,-,1,1,2,-,0,0,0,0,0,0,0,0 + 0 part,0,80.398,1.000,0.00,1.01,10.84,1636117,2185550,1636117,1636117,541172,-,1,1,2,-
voltrax--20x-redbean--05.fasta,20,redbean,NA,05,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),4,4,3,3,3,2691119,2691119,2684911,2684911,2684911,4,1636018,2691119,2718780,32.83,32.86,1636018,1636018,511128,511128,1,1,3,3,0,0,0,1,0,0,0,0 + 0 part,0,98.817,1.000,0.00,4.02,13.10,1632152,2687253,1632152,1632152,511128,511128,1,1,3,3
voltrax--20x-redbean--06.fasta,20,redbean,NA,06,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2662278,2662278,2662278,2662278,2662278,1,2662278,2662278,2718780,32.77,32.86,2662278,2662278,2662278,2662278,1,1,1,1,3,1,2662278,0,0,0,0,0 + 0 part,0,97.896,1.000,0.00,1.95,12.70,1670747,2660994,1670747,1670747,938928,938928,1,1,2,2
voltrax--20x-redbean--07.fasta,20,redbean,NA,07,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,3767839,3767839,3767839,3767839,3767839,2,2712039,3767839,2718780,38.26,32.86,2712039,2712039,1055800,2712039,1,1,2,1,0,0,0,0,0,0,1,0 + 1 part,1054504,99.765,1.000,0.00,4.57,11.94,2712039,2713335,2712039,2712039,-,2712039,1,1,-,1
voltrax--20x-redbean--08.fasta,20,redbean,NA,08,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,1,1,1,2189789,2189789,2183875,2183875,2183875,2,2183875,2189789,2718780,32.62,32.86,2183875,2183875,2183875,-,1,1,1,-,0,0,0,1,0,0,0,0 + 1 part,950,80.518,1.000,0.00,1.37,11.88,2182925,2188839,2182925,2182925,2182925,-,1,1,1,-
voltrax--20x-redbean--09.fasta,20,redbean,NA,09,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2663948,2663948,2663948,2663948,2663948,1,2663948,2663948,2718780,32.76,32.86,2663948,2663948,2663948,2663948,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,97.998,1.000,0.00,1.80,12.88,2663948,2663948,2663948,2663948,2663948,2663948,1,1,1,1
voltrax--20x-redbean--10.fasta,20,redbean,NA,10,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2708125,2708125,2708125,2708125,2708125,1,2708125,2708125,2718780,32.84,32.86,2708125,2708125,2708125,2708125,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.643,1.000,0.00,13.85,31.65,2708125,2708125,2708125,2708125,2708125,2708125,1,1,1,1
voltrax--20x-redbean--11.fasta,20,redbean,NA,11,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,6744194,6744194,6744194,6744194,6744194,2,4031382,6744194,2718780,39.48,32.86,4031382,4031382,2712812,4031382,1,1,2,1,0,0,0,1,0,0,1,0 + 2 part,4005984,99.778,1.009,0.00,99.81,40.21,2712229,2738210,-,2712229,-,2712229,-,1,-,1
voltrax--20x-redbean--12.fasta,20,redbean,NA,12,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),5,5,4,3,3,2690961,2690961,2680980,2658375,2658375,5,1607855,2690961,2718780,32.83,32.86,1607855,1607855,510361,510361,1,1,3,3,0,0,0,0,0,0,0,0 + 0 part,0,98.990,1.000,0.00,1.30,11.89,1607848,2690954,1607848,1607848,510361,510361,1,1,3,3
voltrax--20x-redbean-medaka--01-polished.fasta,20,redbean,medaka,01,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2675678,2675678,2675678,2675678,2675678,1,2675678,2675678,2718780,32.78,32.86,2675678,2675678,2675678,2675678,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,98.417,1.000,0.00,0.34,1.87,2675678,2675678,2675678,2675678,2675678,2675678,1,1,1,1
voltrax--20x-redbean-medaka--02-polished.fasta,20,redbean,medaka,02,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),4,4,3,3,3,4169224,4169224,4164181,4164181,4164181,4,2150741,4169224,2718780,38.69,32.86,2150741,2150741,968410,1045030,1,1,3,2,1,1,2150741,0,0,0,1,0 + 2 part,2009603,79.385,1.001,0.00,13.57,4.86,1935667,2159621,215074,1935667,-,-,2,1,-,-
voltrax--20x-redbean-medaka--03-polished.fasta,20,redbean,medaka,03,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,6744915,6744915,6744915,6744915,6744915,2,4033591,6744915,2718780,39.47,32.86,4033591,4033591,2711324,4033591,1,1,2,1,0,0,0,0,0,0,1,0 + 1 part,4004059,99.728,1.011,0.00,86.10,12.33,2711324,2740856,-,2711324,-,2711324,-,1,-,1
voltrax--20x-redbean-medaka--04-polished.fasta,20,redbean,medaka,04,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),4,4,3,3,3,6206715,6206715,6198455,6198455,6198455,4,4020922,6206715,2718780,39.95,32.86,4020922,4020922,1636289,4020922,1,1,2,1,0,0,0,0,0,0,1,0 + 1 part,3980398,80.957,1.011,0.00,148.81,23.90,1636289,2226317,-,1636289,-,-,-,1,-,-
voltrax--20x-redbean-medaka--05-polished.fasta,20,redbean,medaka,05,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),5,5,4,4,4,3505142,3505142,3498951,3498951,3498951,5,1635971,3505142,2718780,37.30,32.86,814792,1635971,510377,814792,2,1,4,2,0,0,0,0,0,0,1,0 + 1 part,814468,98.957,1.000,0.00,1.08,2.19,1635971,2690674,537811,1635971,-,510377,2,1,-,3
voltrax--20x-redbean-medaka--06-polished.fasta,20,redbean,medaka,06,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2661569,2661569,2661569,2661569,2661569,1,2661569,2661569,2718780,32.77,32.86,2661569,2661569,2661569,2661569,1,1,1,1,1,1,2661569,0,0,0,0,0 + 0 part,0,97.898,1.000,0.00,1.20,1.77,1670950,2660639,1670950,1670950,989689,989689,1,1,2,2
voltrax--20x-redbean-medaka--07-polished.fasta,20,redbean,medaka,07,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2712277,2712277,2712277,2712277,2712277,1,2712277,2712277,2718780,32.85,32.86,2712277,2712277,2712277,2712277,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.764,1.000,0.00,0.18,2.10,2712277,2712277,2712277,2712277,2712277,2712277,1,1,1,1
voltrax--20x-redbean-medaka--08-polished.fasta,20,redbean,medaka,08,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),5,5,3,3,3,7804663,7804663,7792546,7792546,7792546,5,4037406,7804663,2718780,39.55,32.86,4037406,4037406,1571418,4037406,1,1,3,1,0,0,0,3,0,0,2,0 + 4 part,5560033,81.461,1.013,0.00,154.68,29.31,2183200,2244630,-,2183200,-,-,-,1,-,-
voltrax--20x-redbean-medaka--09-polished.fasta,20,redbean,medaka,09,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2664288,2664288,2664288,2664288,2664288,1,2664288,2664288,2718780,32.76,32.86,2664288,2664288,2664288,2664288,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,97.998,1.000,0.00,0.26,1.73,2664288,2664288,2664288,2664288,2664288,2664288,1,1,1,1
voltrax--20x-redbean-medaka--10-polished.fasta,20,redbean,medaka,10,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2708996,2708996,2708996,2708996,2708996,1,2708996,2708996,2718780,32.84,32.86,2708996,2708996,2708996,2708996,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.643,1.000,0.00,0.18,1.73,2708996,2708996,2708996,2708996,2708996,2708996,1,1,1,1
voltrax--20x-redbean-medaka--11-polished.fasta,20,redbean,medaka,11,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,6745919,6745919,6745919,6745919,6745919,2,4032591,6745919,2718780,39.48,32.86,4032591,4032591,2713328,4032591,1,1,2,1,0,0,0,0,0,0,1,0 + 1 part,3998441,99.802,1.013,0.00,97.76,14.27,2713328,2747478,-,2713328,-,2713328,-,1,-,1
voltrax--20x-redbean-medaka--12-polished.fasta,20,redbean,medaka,12,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),5,5,4,3,3,2691188,2691188,2681217,2658613,2658613,5,1608025,2691188,2718780,32.83,32.86,1608025,1608025,510382,510382,1,1,3,3,0,0,0,0,0,0,0,0 + 0 part,0,98.988,1.000,0.00,0.22,2.08,1608025,2691188,1608025,1608025,510382,510382,1,1,3,3
voltrax--20x-redbean-wtpoa--01.fasta,20,redbean,wtpoa,01,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2675419,2675419,2675419,2675419,2675419,1,2675419,2675419,2718780,32.79,32.86,2675419,2675419,2675419,2675419,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,98.417,1.000,0.00,0.56,9.79,2675419,2675419,2675419,2675419,2675419,2675419,1,1,1,1
voltrax--20x-redbean-wtpoa--02.fasta,20,redbean,wtpoa,02,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,1,1,1,2155523,2155523,2150469,2150469,2150469,2,2150469,2155523,2718780,32.77,32.86,2150469,2150469,2150469,-,1,1,1,-,1,1,2150469,0,0,0,0,0 + 0 part,0,79.293,1.000,0.00,2.69,11.32,1935352,2155523,1935352,1935352,215117,-,1,1,2,-
voltrax--20x-redbean-wtpoa--03.fasta,20,redbean,wtpoa,03,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2711087,2711087,2711087,2711087,2711087,1,2711087,2711087,2718780,32.85,32.86,2711087,2711087,2711087,2711087,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.729,1.000,0.00,1.07,9.85,2711087,2711087,2711087,2711087,2711087,2711087,1,1,1,1
voltrax--20x-redbean-wtpoa--04.fasta,20,redbean,wtpoa,04,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),3,3,2,2,2,2185471,2185471,2177210,2177210,2177210,3,1636025,2185471,2718780,32.60,32.86,1636025,1636025,541185,-,1,1,2,-,0,0,0,0,0,0,0,0 + 0 part,0,80.398,1.000,0.00,0.73,10.43,1636025,2185471,1636025,1636025,541185,-,1,1,2,-
voltrax--20x-redbean-wtpoa--05.fasta,20,redbean,wtpoa,05,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),4,4,3,3,3,2690095,2690095,2683887,2683887,2683887,4,1636016,2690095,2718780,32.83,32.86,1636016,1636016,510336,510336,1,1,3,3,0,0,0,0,0,0,0,0 + 0 part,0,98.951,1.000,0.00,1.04,12.94,1636016,2690095,1636016,1636016,510336,510336,1,1,3,3
voltrax--20x-redbean-wtpoa--06.fasta,20,redbean,wtpoa,06,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2661066,2661066,2661066,2661066,2661066,1,2661066,2661066,2718780,32.77,32.86,2661066,2661066,2661066,2661066,1,1,1,1,1,1,2661066,0,0,0,0,0 + 0 part,0,97.885,0.998,0.00,1.51,10.58,1675987,2655242,1675987,1675987,979255,979255,1,1,2,2
voltrax--20x-redbean-wtpoa--07.fasta,20,redbean,wtpoa,07,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2712221,2712221,2712221,2712221,2712221,1,2712221,2712221,2718780,32.85,32.86,2712221,2712221,2712221,2712221,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.765,1.000,0.00,1.03,10.43,2712221,2712221,2712221,2712221,2712221,2712221,1,1,1,1
voltrax--20x-redbean-wtpoa--08.fasta,20,redbean,wtpoa,08,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,1,1,1,2189738,2189738,2183825,2183825,2183825,2,2183825,2189738,2718780,32.62,32.86,2183825,2183825,2183825,-,1,1,1,-,0,0,0,0,0,0,0,0 + 0 part,0,80.552,1.000,0.00,1.05,10.59,2183825,2189738,2183825,2183825,2183825,-,1,1,1,-
voltrax--20x-redbean-wtpoa--09.fasta,20,redbean,wtpoa,09,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2663898,2663898,2663898,2663898,2663898,1,2663898,2663898,2718780,32.76,32.86,2663898,2663898,2663898,2663898,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,97.998,0.999,0.00,0.86,11.01,2661554,2661554,2661554,2661554,2661554,2661554,1,1,1,1
voltrax--20x-redbean-wtpoa--10.fasta,20,redbean,wtpoa,10,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2708749,2708749,2708749,2708749,2708749,1,2708749,2708749,2718780,32.85,32.86,2708749,2708749,2708749,2708749,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.643,1.000,0.00,0.89,10.23,2708749,2708749,2708749,2708749,2708749,2708749,1,1,1,1
voltrax--20x-redbean-wtpoa--11.fasta,20,redbean,wtpoa,11,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,2,6742730,6742730,6742730,6742730,6742730,2,4029664,6742730,2718780,39.48,32.86,4029664,4029664,2713066,4029664,1,1,2,1,0,0,0,0,0,0,1,0 + 1 part,3992830,99.802,1.013,0.00,107.06,22.87,2713066,2749900,-,2713066,-,2713066,-,1,-,1
voltrax--20x-redbean-wtpoa--12.fasta,20,redbean,wtpoa,12,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),5,5,4,3,3,2690971,2690971,2680991,2658384,2658384,5,1607854,2690971,2718780,32.83,32.86,1607854,1607854,510366,510366,1,1,3,3,0,0,0,0,0,0,0,0 + 0 part,0,98.990,1.000,0.00,1.67,11.52,1607854,2690971,1607854,1607854,510366,510366,1,1,3,3
voltrax--20x-redbean-wtpoa-medaka--01-polished.fasta,20,redbean,wtpoa-medaka,01,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,2675684,2675684,2675684,2675684,2675684,1,2675684,2675684,2718780,32.78,32.86,2675684,2675684,2675684,2675684,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,98.417,1.000,0.00,0.26,1.91,2675684,2675684,2675684,2675684,2675684,2675684,1,1,1,1
voltrax--20x-redbean-wtpoa-medaka--02-polished.fasta,20,redbean,wtpoa-medaka,02,NA,Staphylococcus_aureus_chromosome,Staphylococcus aureus,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),3,3,2,2,2,3124112,3124112,3119069,3119069,3119069,3,2150731,3124112,2718780,34.26,32.86,2150731,2150731,968338,968338,1,1,2,2,1,1,2150731,0,0,0,0,0 + 1 part,965784,79.385,1.000,0.00,9.50,4.68,1935662,2158328,1935662,1935662,-,-,1,1,-,-
